CODE,HEX,DESCRIPTION
CE-110464-6,0x810F010E,SCE_FRIEND_ERROR_INVALID_JSON_FORMAT
CE-110465-7,0x810F010F,SCE_FRIEND_ERROR_INVALID_JSON_VALUE
CE-110466-8,0x810F0110,SCE_FRIEND_ERROR_INVALID_USER
CE-110462-4,0x810F010C,SCE_FRIEND_ERROR_NO_PLAYER
CE-110460-2,0x810F010A,SCE_FRIEND_ERROR_NOT_SIGNED_IN
CE-110451-2,0x810F0101,SCE_FRIEND_ERROR_SEND_FRIEND_REQUEST
CE-110452-3,0x810F0102,SCE_FRIEND_ERROR_SEND_FRIEND_REQUEST_ALREADY
CE-110457-8,0x810F0107,SCE_FRIEND_ERROR_SEND_FRIEND_REQUEST_DENIED_BY_PRIVACY_LEVEL
CE-110454-5,0x810F0104,SCE_FRIEND_ERROR_SEND_FRIEND_REQUEST_TO_BLOCKED_PLAYER
CE-110453-4,0x810F0103,SCE_FRIEND_ERROR_SEND_FRIEND_REQUEST_TO_FRIEND
CE-111845-0,0x81550002,SCE_FRIEND_NOTIFICATION_ERROR_ALREADY_INITIALIZED
CE-111850-6,0x81550007,SCE_FRIEND_NOTIFICATION_ERROR_FILE_NOT_FOUND
CE-111848-3,0x81550005,SCE_FRIEND_NOTIFICATION_ERROR_INTERNAL
CE-111846-1,0x81550003,SCE_FRIEND_NOTIFICATION_ERROR_INVALID_ARGUMENT
CE-111851-7,0x81550008,SCE_FRIEND_NOTIFICATION_ERROR_INVALID_STATE
CE-111847-2,0x81550004,SCE_FRIEND_NOTIFICATION_ERROR_NO_MEMORY
CE-111844-9,0x81550001,SCE_FRIEND_NOTIFICATION_ERROR_NOT_INITIALIZED
CE-111849-4,0x81550006,SCE_FRIEND_NOTIFICATION_ERROR_USER_NOT_FOUND
CE-110407-3,0x810B0001,SCE_GAME_CUSTOM_DATA_DIALOG_ERROR_BLOCKED_ALL_PLAYERS
CE-109619-6,0x80F10003,SCE_GAME_LIVE_BROADCASTING_ERROR_ACCOUNT_NOT_LINKED
CE-109623-1,0x80F10007,SCE_GAME_LIVE_BROADCASTING_ERROR_ADVERT_CANT_START
CE-109647-7,0x80F1001F,SCE_GAME_LIVE_BROADCASTING_ERROR_ALL_SERVICES_UNAVAILABLE
CE-109632-1,0x80F10010,SCE_GAME_LIVE_BROADCASTING_ERROR_ANOTHER_USER_BROADCASTING
CE-109644-4,0x80F1001C,SCE_GAME_LIVE_BROADCASTING_ERROR_ATTRIBUTE_ACCESS_TIMEOUT
CE-109639-8,0x80F10017,SCE_GAME_LIVE_BROADCASTING_ERROR_BROADCAST_SAME_CHANNEL
CE-109630-9,0x80F1000E,SCE_GAME_LIVE_BROADCASTING_ERROR_BROADCASTING_PROHIBITED_AREA
CE-109638-7,0x80F10016,SCE_GAME_LIVE_BROADCASTING_ERROR_CANNOT_BROADCAST
CE-109649-9,0x80F20002,SCE_GAME_LIVE_BROADCASTING_ERROR_CANNOT_UNFOLLOW_BROADCASTER
CE-109650-1,0x80F20003,SCE_GAME_LIVE_BROADCASTING_ERROR_CANNOT_UNFOLLOW_CHANNEL
CE-109625-3,0x80F10009,SCE_GAME_LIVE_BROADCASTING_ERROR_CANT_CONNECT_NETWORK
CE-109629-7,0x80F1000D,SCE_GAME_LIVE_BROADCASTING_ERROR_CANT_CONNECT_SERVER
CE-109640-0,0x80F10018,SCE_GAME_LIVE_BROADCASTING_ERROR_CANT_START_BROADCAST
CE-109716-4,0x80F20524,SCE_GAME_LIVE_BROADCASTING_ERROR_COMMUNITY_MAX_NICO
CE-109628-6,0x80F1000C,SCE_GAME_LIVE_BROADCASTING_ERROR_CONNECTION_SERVER_DISCONNECT
CE-109715-3,0x80F20523,SCE_GAME_LIVE_BROADCASTING_ERROR_FAVORITE_MAX_TWITCH
CE-109714-2,0x80F20522,SCE_GAME_LIVE_BROADCASTING_ERROR_FAVORITE_MAX_USTREAM
CE-109635-4,0x80F10013,SCE_GAME_LIVE_BROADCASTING_ERROR_GAME_NOT_RUNNING
CE-109642-2,0x80F1001A,SCE_GAME_LIVE_BROADCASTING_ERROR_INVALID_ACCESS_TOKEN
CE-109641-1,0x80F10019,SCE_GAME_LIVE_BROADCASTING_ERROR_INVALID_PARAM
CE-109626-4,0x80F1000A,SCE_GAME_LIVE_BROADCASTING_ERROR_NETWORK_CONNECTION_LOST
CE-109624-2,0x80F10008,SCE_GAME_LIVE_BROADCASTING_ERROR_NOT_AVAILABLE_FEATURE
CE-109645-5,0x80F1001D,SCE_GAME_LIVE_BROADCASTING_ERROR_NOT_INITIALIZED
CE-109617-4,0x80F10001,SCE_GAME_LIVE_BROADCASTING_ERROR_NW_NO_CONNECTION
CE-109618-5,0x80F10002,SCE_GAME_LIVE_BROADCASTING_ERROR_NW_SERVER_NOT_FOUND
CE-109620-8,0x80F10004,SCE_GAME_LIVE_BROADCASTING_ERROR_PAR12
CE-109631-0,0x80F1000F,SCE_GAME_LIVE_BROADCASTING_ERROR_PROGRAM_ALREADY_FINISHED
CE-109636-5,0x80F10014,SCE_GAME_LIVE_BROADCASTING_ERROR_PROHIBITED_THIS_GAME
CE-109646-6,0x80F1001E,SCE_GAME_LIVE_BROADCASTING_ERROR_PSVR_SEPARETE_MODE_60HZ
CE-109643-3,0x80F1001B,SCE_GAME_LIVE_BROADCASTING_ERROR_RATE_LIMIT
CE-109622-0,0x80F10006,SCE_GAME_LIVE_BROADCASTING_ERROR_SCANIN_CLOSE_TIME_OUT
CE-109627-5,0x80F1000B,SCE_GAME_LIVE_BROADCASTING_ERROR_SERVER_CONNECT_TIMEOUT
CE-109621-9,0x80F10005,SCE_GAME_LIVE_BROADCASTING_ERROR_SUB_ACCOUNT
CE-109633-2,0x80F10011,SCE_GAME_LIVE_BROADCASTING_ERROR_USING_SHAREPLAY_AS_HOST
CE-109637-6,0x80F10015,SCE_GAME_LIVE_BROADCASTING_ERROR_USING_SHAREPLAY_AS_HOST_AND_DURING_RECORDING
CE-109634-3,0x80F10012,SCE_GAME_LIVE_BROADCASTING_ERROR_USING_SHAREPLAY_BY_ANOTHER_USER
CE-111130-7,0x81250002,SCE_GAME_LIVE_CORE_IMAGING_ERROR_ALREADY
CE-111131-8,0x81250003,SCE_GAME_LIVE_CORE_IMAGING_ERROR_BUFFER_NOT_UPDATED
CE-111132-9,0x81250004,SCE_GAME_LIVE_CORE_IMAGING_ERROR_INVALID_ARG
CE-111133-0,0x81250005,SCE_GAME_LIVE_CORE_IMAGING_ERROR_INVALID_SIZE
CE-111128-4,0x81250000,SCE_GAME_LIVE_CORE_IMAGING_ERROR_NOT_INITIALIZED
CE-111129-5,0x81250001,SCE_GAME_LIVE_CORE_IMAGING_ERROR_OUT_OF_MEMORY
CE-111134-1,0x81250006,SCE_GAME_LIVE_CORE_IMAGING_ERROR_VISION_RECOGNITION_SUSPENDED
CE-111135-2,0x81250007,SCE_GAME_LIVE_CORE_IMAGING_ERROR_VISION_RECOGNITION_UNKNOWN
CE-109656-7,0x80F20104,SCE_GAME_LIVE_SPECTATING_ERROR_AD_ADITEM_UPDATE
CE-109657-8,0x80F20105,SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_CANCELED
CE-109659-0,0x80F20107,SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_ERROR
CE-109658-9,0x80F20106,SCE_GAME_LIVE_SPECTATING_ERROR_AD_HTTP_REQUEST_TIMEOUT
CE-109655-6,0x80F20103,SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_NO_NEXT_AD
CE-109654-5,0x80F20102,SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_PARSE
CE-109653-4,0x80F20101,SCE_GAME_LIVE_SPECTATING_ERROR_AD_PLAYLIST_UPDATE
CE-109652-3,0x80F20005,SCE_GAME_LIVE_SPECTATING_ERROR_BROADCAST_STOPPED
CE-109718-6,0x80F20526,SCE_GAME_LIVE_SPECTATING_ERROR_HTMLVIDEOPLAYER_CANNOT_PLAY
CE-109717-5,0x80F20525,SCE_GAME_LIVE_SPECTATING_ERROR_HTMLVIDEOPLAYER_INVALID_PARAM
CE-109720-9,0x80F20528,SCE_GAME_LIVE_SPECTATING_ERROR_HTMLVIDEOPLAYER_NOT_ALLOWED_PLAYBACK
CE-109719-7,0x80F20527,SCE_GAME_LIVE_SPECTATING_ERROR_HTMLVIDEOPLAYER_VIDEO_NOT_FOUND
CE-109660-2,0x80F20108,SCE_GAME_LIVE_SPECTATING_ERROR_PROVIDER_SETTINGS_READ_ERROR
CE-109651-2,0x80F20004,SCE_GAME_LIVE_SPECTATING_ERROR_SERVICE_NOT_AVAILABLE_RESION
CE-109648-8,0x80F20001,SCE_GAME_LIVE_SPECTATING_ERROR_TOO_MANY_VIEWERS
CE-109712-0,0x80F20520,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_ENABLE_RAZOR
CE-109703-0,0x80F20517,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INTERNAL
CE-109713-1,0x80F20521,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INTERNAL_CORE
CE-109681-5,0x80F20501,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM
CE-109704-1,0x80F20518,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM_CORE
CE-109682-6,0x80F20502,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_PARAM_COREIF
CE-109683-7,0x80F20503,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS
CE-109705-2,0x80F20519,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS_CORE
CE-109684-8,0x80F20504,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_INVALID_STATUS_COREIF
CE-109690-5,0x80F2050A,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI
CE-109711-9,0x80F2051F,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI_CORE
CE-109691-6,0x80F2050B,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_IPMI_COREIF
CE-109689-3,0x80F20509,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_KERNEL_FUNCTION
CE-109710-8,0x80F2051E,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_KERNEL_FUNCTION_CORE
CE-109692-7,0x80F2050C,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NO_ALLOCATE_MEMORY
CE-109700-7,0x80F20514,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NO_DECODER_RESOURCE
CE-109707-4,0x80F2051B,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOPLAYABLE
CE-109696-1,0x80F20510,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_REQUESTID
CE-109699-4,0x80F20513,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_RESOURCE_HANDLE
CE-109706-3,0x80F2051A,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_STREAM
CE-109686-0,0x80F20506,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_NOT_EXIST_STREAMID
CE-109697-2,0x80F20511,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_REGISTERED_CALLBACK_FULL
CE-109695-0,0x80F2050F,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_REQUEST_FULL
CE-109698-3,0x80F20512,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_RESOURCE_HANDLE_FULL
CE-109694-9,0x80F2050E,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_RESULT_TIMEOUT
CE-109688-2,0x80F20508,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_SCE_FUNCTION
CE-109709-6,0x80F2051D,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_SCE_FUNCTION_CORE
CE-109708-5,0x80F2051C,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STOP
CE-109702-9,0x80F20516,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_ABORTED
CE-109685-9,0x80F20505,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_FULL
CE-109701-8,0x80F20515,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_STREAM_SUSPENDED
CE-109693-8,0x80F2050D,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_UNUSABLE_THIS_API
CE-109687-1,0x80F20507,SCE_GAME_LIVE_SPECTATING_ERROR_VIDEOCORE_VIDEOCORE_FUNCTION
CE-109678-1,0x80F20212,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_CACHE_ENTRY_NOT_FOUND
CE-109662-4,0x80F20202,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_CONNECT_FAILURE
CE-109668-0,0x80F20208,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_CONNECTION_CLOSED
CE-109672-5,0x80F2020C,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_KEEP_ALIVE_FAILURE
CE-109677-0,0x80F20211,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_MESSAGE_LENGTH_LIMIT_EXCEEDED
CE-109661-3,0x80F20201,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_NAME_RESOLUTION_FAILURE
CE-109673-6,0x80F2020D,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_PENDING
CE-109665-7,0x80F20205,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_PIPELINE_FAILURE
CE-109667-9,0x80F20207,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_PROTOCOL_ERROR
CE-109675-8,0x80F2020F,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_PROXY_NAME_RESOLUTION_FAILURE
CE-109663-5,0x80F20203,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_RECEIVE_FAILURE
CE-109666-8,0x80F20206,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_REQUEST_CANCELED
CE-109680-4,0x80F20214,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_REQUEST_PROHIBITED_BY_PROXY
CE-109679-2,0x80F20213,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_REQUEST_PROHITITED_BY_CACHE_POLICY
CE-109670-3,0x80F2020A,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_SECURE_CHANNEL_FAILURE
CE-109664-6,0x80F20204,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_SEND_FAILURE
CE-109671-4,0x80F2020B,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_SERVER_PROTOCOL_VIOLATION
CE-109674-7,0x80F2020E,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_TIMEOUT
CE-109669-1,0x80F20209,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_TRUST_FAILURE
CE-109676-9,0x80F20210,SCE_GAME_LIVE_SPECTATING_ERROR_WEB_REQUEST_UNKNOWN_ERROR
CE-107334-8,0x80A00005,SCE_GAME_LIVE_STREAMING_ERROR_ENCODER
CE-107331-5,0x80A00002,SCE_GAME_LIVE_STREAMING_ERROR_INVALID_PARAM
CE-107332-6,0x80A00003,SCE_GAME_LIVE_STREAMING_ERROR_INVALID_STATUS
CE-107338-2,0x80A00009,SCE_GAME_LIVE_STREAMING_ERROR_MESSAGE_FILTER
CE-107336-0,0x80A00007,SCE_GAME_LIVE_STREAMING_ERROR_NOT_FOUND
CE-107333-7,0x80A00004,SCE_GAME_LIVE_STREAMING_ERROR_NOT_INITIALIZED
CE-107337-1,0x80A00008,SCE_GAME_LIVE_STREAMING_ERROR_NOT_SUPPORTED
CE-107335-9,0x80A00006,SCE_GAME_LIVE_STREAMING_ERROR_OUT_OF_MEMORY
CE-107341-6,0x80A0000C,SCE_GAME_LIVE_STREAMING_ERROR_PARAMSFO_NOT_AUTHORIZED
CE-107339-3,0x80A0000A,SCE_GAME_LIVE_STREAMING_ERROR_SCREEN_NOT_INITIALIZED
CE-107340-5,0x80A0000B,SCE_GAME_LIVE_STREAMING_ERROR_SCREEN_RESOLUTION_MISMATCH
CE-107330-4,0x80A00001,SCE_GAME_LIVE_STREAMING_ERROR_UNKNOWN
NW-102505-3,0x80412807,SCE_GAME_UPDATE_ERROR_ABORTED
NW-102500-8,0x80412802,SCE_GAME_UPDATE_ERROR_ALREADY_INITIALIZED
NW-102506-4,0x80412808,SCE_GAME_UPDATE_ERROR_BUSY
NW-116780-3,0x80412809,SCE_GAME_UPDATE_ERROR_INTERNAL
NW-102501-9,0x80412803,SCE_GAME_UPDATE_ERROR_INVALID_ARG
NW-102502-0,0x80412804,SCE_GAME_UPDATE_ERROR_INVALID_SIZE
NW-102507-5,0x8041280A,SCE_GAME_UPDATE_ERROR_NO_SUCH_TITLE
NW-102499-5,0x80412801,SCE_GAME_UPDATE_ERROR_NOT_INITIALIZED
NW-102503-1,0x80412805,SCE_GAME_UPDATE_ERROR_REQUEST_NOT_FOUND
NW-102504-2,0x80412806,SCE_GAME_UPDATE_ERROR_TOO_MANY_REQUESTS
NW-102511-0,0x80412887,SCE_GAME_UPDATE_VSH_ERROR_ABORTED
NW-102509-7,0x80412882,SCE_GAME_UPDATE_VSH_ERROR_ALREADY_INITIALIZED
NW-102517-6,0x8041288E,SCE_GAME_UPDATE_VSH_ERROR_BAD_RESPONSE
NW-102512-1,0x80412888,SCE_GAME_UPDATE_VSH_ERROR_BUSY
NW-102524-4,0x80412895,SCE_GAME_UPDATE_VSH_ERROR_HTTP_BAD_RESPONSE
NW-102522-2,0x80412893,SCE_GAME_UPDATE_VSH_ERROR_HTTP_CONNECTION_ERROR
NW-102521-1,0x80412892,SCE_GAME_UPDATE_VSH_ERROR_HTTP_LOCAL_ERROR
NW-102520-0,0x80412891,SCE_GAME_UPDATE_VSH_ERROR_HTTP_OUT_OF_MEMORY
NW-102523-3,0x80412894,SCE_GAME_UPDATE_VSH_ERROR_HTTP_PROXY_ERROR
NW-116781-4,0x80412896,SCE_GAME_UPDATE_VSH_ERROR_HTTP_TIMEOUT
NW-102519-8,0x80412890,SCE_GAME_UPDATE_VSH_ERROR_INTERNAL
NW-102510-9,0x80412883,SCE_GAME_UPDATE_VSH_ERROR_INVALID_ARG
NW-102513-2,0x80412889,SCE_GAME_UPDATE_VSH_ERROR_INVALID_CONTEXT
NW-102514-3,0x8041288B,SCE_GAME_UPDATE_VSH_ERROR_INVALID_NP_ENVIRONMENT
NW-102518-7,0x8041288F,SCE_GAME_UPDATE_VSH_ERROR_MEMORY
NW-102515-4,0x8041288C,SCE_GAME_UPDATE_VSH_ERROR_NOT_EXIST
NW-102508-6,0x80412881,SCE_GAME_UPDATE_VSH_ERROR_NOT_INITIALIZED
NW-102516-5,0x8041288D,SCE_GAME_UPDATE_VSH_ERROR_PARSER_FAILED
CE-107356-2,0x80A0010F,SCE_GLS_ERROR_ABORTED
CE-107353-9,0x80A0010C,SCE_GLS_ERROR_ALREADY
CE-107452-9,0x80A04108,SCE_GLS_ERROR_AUTH_FAILED_N
CE-107362-9,0x80A00202,SCE_GLS_ERROR_BE
CE-107375-3,0x80A0030A,SCE_GLS_ERROR_BROADCASTING_BY_ANOTHER_DEVICE_D
CE-116808-4,0x80A05014,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_DISABLED_Y
CE-116809-5,0x80A05015,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_ENDED_Y
CE-116807-3,0x80A05013,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_FORBIDDEN_Y
CE-116812-9,0x80A05018,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_ID_REQUIRED_Y
CE-116810-7,0x80A05016,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_NOT_FOUND_Y
CE-116811-8,0x80A05017,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_RATE_LIMIT_Y
CE-116815-2,0x80A0501B,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_TEXT_INVALID_Y
CE-116813-0,0x80A05019,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_TEXT_REQUIRED_Y
CE-116814-1,0x80A0501A,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_TYPE_REQUIRED_Y
CE-116816-3,0x80A0501C,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_UNKNOWN_Y
CE-107470-9,0x80A0500F,SCE_GLS_ERROR_CANNOT_SEND_COMMENT_Y
CE-107357-3,0x80A00110,SCE_GLS_ERROR_CAPACITY_EXCEEDED
CE-107473-2,0x80A05012,SCE_GLS_ERROR_CHANNEL_NOT_FOUND_Y
CE-107445-1,0x80A04101,SCE_GLS_ERROR_COMMENT_SERVER_OTHER_N
CE-107444-0,0x80A04100,SCE_GLS_ERROR_COULD_NOT_CONNECT_COMMENT_SERVER_N
CE-107446-2,0x80A04102,SCE_GLS_ERROR_COULD_NOT_CONNECT_SERVER_N
CE-107448-4,0x80A04104,SCE_GLS_ERROR_DISCONNECT_COMMAND_FROM_SERVER_N
CE-107360-7,0x80A00113,SCE_GLS_ERROR_EAGAIN
CE-107447-3,0x80A04103,SCE_GLS_ERROR_END_TIME_IS_OVER_N
CE-107366-3,0x80A00301,SCE_GLS_ERROR_FB_NOT_SIGNIN
CE-107347-2,0x80A00106,SCE_GLS_ERROR_INVALID_ARG
CE-107351-7,0x80A0010A,SCE_GLS_ERROR_INVALID_ID
CE-107350-6,0x80A00109,SCE_GLS_ERROR_INVALID_POINTER
CE-107348-3,0x80A00107,SCE_GLS_ERROR_INVALID_SIZE
CE-107352-8,0x80A0010B,SCE_GLS_ERROR_INVALID_STATUS
CE-107349-4,0x80A00108,SCE_GLS_ERROR_INVALID_VALUE
CE-107422-6,0x80A03100,SCE_GLS_ERROR_IRC_COULD_NOT_CONNECT_SERVER_T
CE-107425-9,0x80A03103,SCE_GLS_ERROR_IRC_INVALID_CHANNEL_T
CE-107424-8,0x80A03102,SCE_GLS_ERROR_IRC_INVALID_LOGIN_T
CE-107428-2,0x80A03106,SCE_GLS_ERROR_IRC_INVALID_MESSAGE_T
CE-107426-0,0x80A03104,SCE_GLS_ERROR_IRC_LOST_CONNECTION_T
CE-107427-1,0x80A03105,SCE_GLS_ERROR_IRC_NOT_IN_CHANNEL_T
CE-107423-7,0x80A03101,SCE_GLS_ERROR_IRC_OTHER_T
CE-107429-3,0x80A03107,SCE_GLS_ERROR_IRC_TOO_MANY_REQUESTS_T
CE-107368-5,0x80A00303,SCE_GLS_ERROR_NO_MSG
CE-107344-9,0x80A00103,SCE_GLS_ERROR_NOT_FOUND
CE-107345-0,0x80A00104,SCE_GLS_ERROR_NOT_IMPLEMENTED
CE-107346-1,0x80A00105,SCE_GLS_ERROR_NOT_INITIALIZED
CE-107343-8,0x80A00102,SCE_GLS_ERROR_NOT_SUPPORTED
CE-107379-7,0x80A01003,SCE_GLS_ERROR_NW_DISCONNECTED
CE-107477-6,0x80A06003,SCE_GLS_ERROR_NW_DISCONNECTED_D
CE-107434-9,0x80A04003,SCE_GLS_ERROR_NW_DISCONNECTED_N
CE-107412-5,0x80A03003,SCE_GLS_ERROR_NW_DISCONNECTED_T
CE-107393-3,0x80A02003,SCE_GLS_ERROR_NW_DISCONNECTED_U
CE-107458-5,0x80A05003,SCE_GLS_ERROR_NW_DISCONNECTED_Y
CE-107377-5,0x80A01001,SCE_GLS_ERROR_NW_ECONNECT_SERVER
CE-107475-4,0x80A06001,SCE_GLS_ERROR_NW_ECONNECT_SERVER_D
CE-107432-7,0x80A04001,SCE_GLS_ERROR_NW_ECONNECT_SERVER_N
CE-107410-3,0x80A03001,SCE_GLS_ERROR_NW_ECONNECT_SERVER_T
CE-107391-1,0x80A02001,SCE_GLS_ERROR_NW_ECONNECT_SERVER_U
CE-107456-3,0x80A05001,SCE_GLS_ERROR_NW_ECONNECT_SERVER_Y
CE-107378-6,0x80A01002,SCE_GLS_ERROR_NW_ENOCONNECT
CE-107476-5,0x80A06002,SCE_GLS_ERROR_NW_ENOCONNECT_D
CE-107433-8,0x80A04002,SCE_GLS_ERROR_NW_ENOCONNECT_N
CE-107411-4,0x80A03002,SCE_GLS_ERROR_NW_ENOCONNECT_T
CE-107392-2,0x80A02002,SCE_GLS_ERROR_NW_ENOCONNECT_U
CE-107457-4,0x80A05002,SCE_GLS_ERROR_NW_ENOCONNECT_Y
CE-107380-9,0x80A01004,SCE_GLS_ERROR_NW_OTHER
CE-107478-7,0x80A06004,SCE_GLS_ERROR_NW_OTHER_D
CE-107435-0,0x80A04004,SCE_GLS_ERROR_NW_OTHER_N
CE-107413-6,0x80A03004,SCE_GLS_ERROR_NW_OTHER_T
CE-107394-4,0x80A02004,SCE_GLS_ERROR_NW_OTHER_U
CE-107459-6,0x80A05004,SCE_GLS_ERROR_NW_OTHER_Y
CE-107430-5,0x80A03108,SCE_GLS_ERROR_NW_REJECTED_T
CE-107376-4,0x80A01000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST
CE-107474-3,0x80A06000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_D
CE-107431-6,0x80A04000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_N
CE-107409-1,0x80A03000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_T
CE-107390-0,0x80A02000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_U
CE-107455-2,0x80A05000,SCE_GLS_ERROR_NW_RESOLVER_ENOHOST_Y
CE-107488-8,0x80A0600E,SCE_GLS_ERROR_ONAIR_CHECK_TIMEOUT_D
CE-107469-7,0x80A0500E,SCE_GLS_ERROR_ONAIR_CHECK_TIMEOUT_Y
CE-107342-7,0x80A00101,SCE_GLS_ERROR_OUT_OF_MEMORY
CE-107365-2,0x80A00205,SCE_GLS_ERROR_PAUSE_REQUEST_DETECTED
CE-107369-6,0x80A00304,SCE_GLS_ERROR_POST_LIMIT_EXCEEDED
CE-107451-8,0x80A04107,SCE_GLS_ERROR_PROGRAM_CLOSED_N
CE-107359-5,0x80A00112,SCE_GLS_ERROR_QUEUE_IS_NOT_AVAILABLE
CE-118003-3,0x80A00206,SCE_GLS_ERROR_RA_NOT_EXECUTABLE
CE-118004-4,0x80A00207,SCE_GLS_ERROR_RA_STOP
CE-107405-7,0x80A02102,SCE_GLS_ERROR_REJECTED_FROM_UMS_AGELOCK_U
CE-107407-9,0x80A02104,SCE_GLS_ERROR_REJECTED_FROM_UMS_AUTH_U
CE-107403-5,0x80A02100,SCE_GLS_ERROR_REJECTED_FROM_UMS_GEOLOCK_U
CE-107406-8,0x80A02103,SCE_GLS_ERROR_REJECTED_FROM_UMS_IPLOCK_U
CE-107404-6,0x80A02101,SCE_GLS_ERROR_REJECTED_FROM_UMS_PASSLOCK_U
CE-107408-0,0x80A02105,SCE_GLS_ERROR_REJECTED_FROM_UMS_U
CE-107383-2,0x80A01007,SCE_GLS_ERROR_RTMP_AMF_ERROR
CE-107481-1,0x80A06007,SCE_GLS_ERROR_RTMP_AMF_ERROR_D
CE-107438-3,0x80A04007,SCE_GLS_ERROR_RTMP_AMF_ERROR_N
CE-107416-9,0x80A03007,SCE_GLS_ERROR_RTMP_AMF_ERROR_T
CE-107397-7,0x80A02007,SCE_GLS_ERROR_RTMP_AMF_ERROR_U
