CODE,HEX,DESCRIPTION
NP-104427-8,0x80559B0F,SCE_NP_MANAGER_ERROR_PROHIBITED_REGION
NP-104449-2,0x80559B27,SCE_NP_MANAGER_ERROR_REQUEST_NOT_FOUND
NP-104417-7,0x80559B04,SCE_NP_MANAGER_ERROR_TOO_MANY_OBJECTS
NP-104460-5,0x80559B32,SCE_NP_MANAGER_ERROR_TOO_MANY_PROCESS
NP-104452-6,0x80559B2A,SCE_NP_MANAGER_ERROR_TOO_MANY_USERS
NP-104436-8,0x80559B18,SCE_NP_MANAGER_ERROR_USER_ID_NOT_MATCHED
NP-104435-7,0x80559B17,SCE_NP_MANAGER_ERROR_USER_LOGGED_OUT
NP-104451-5,0x80559B29,SCE_NP_MANAGER_ERROR_USER_NOT_FOUND
NP-103160-1,0x80550C2A,SCE_NP_MATCHING2_ERROR_ABORTED
NP-103121-8,0x80550C02,SCE_NP_MATCHING2_ERROR_ALREADY_INITIALIZED
NP-103154-4,0x80550C24,SCE_NP_MATCHING2_ERROR_ALREADY_JOINED
NP-103157-7,0x80550C27,SCE_NP_MATCHING2_ERROR_BUSY
NP-103175-7,0x80550C39,SCE_NP_MATCHING2_ERROR_CANNOT_ABORT
NP-103148-7,0x80550C1E,SCE_NP_MATCHING2_ERROR_CONNECTION_CLOSED_BY_SERVER
NP-103124-1,0x80550C05,SCE_NP_MATCHING2_ERROR_CONTEXT_ALREADY_EXISTS
NP-103126-3,0x80550C07,SCE_NP_MATCHING2_ERROR_CONTEXT_ALREADY_STARTED
NP-103123-0,0x80550C04,SCE_NP_MATCHING2_ERROR_CONTEXT_MAX
NP-103125-2,0x80550C06,SCE_NP_MATCHING2_ERROR_CONTEXT_NOT_FOUND
NP-103127-4,0x80550C08,SCE_NP_MATCHING2_ERROR_CONTEXT_NOT_STARTED
NP-103163-4,0x80550C2D,SCE_NP_MATCHING2_ERROR_CONTEXT_STOPPED
NP-103145-4,0x80550C1B,SCE_NP_MATCHING2_ERROR_DESTINATION_DISAPPEARED
NP-103144-3,0x80550C1A,SCE_NP_MATCHING2_ERROR_INSUFFICIENT_BUFFER
NP-103147-6,0x80550C1D,SCE_NP_MATCHING2_ERROR_INVALID_ALIGNMENT
NP-103129-6,0x80550C0A,SCE_NP_MATCHING2_ERROR_INVALID_ARGUMENT
NP-103136-4,0x80550C11,SCE_NP_MATCHING2_ERROR_INVALID_ATTRIBUTE_ID
NP-103174-6,0x80550C38,SCE_NP_MATCHING2_ERROR_INVALID_ATTRIBUTE_SIZE
NP-103141-0,0x80550C17,SCE_NP_MATCHING2_ERROR_INVALID_BLOCK_KICK_FLAG
NP-103137-5,0x80550C12,SCE_NP_MATCHING2_ERROR_INVALID_CASTTYPE
NP-103177-9,0x80550C3B,SCE_NP_MATCHING2_ERROR_INVALID_CONTEXT
NP-103130-8,0x80550C0B,SCE_NP_MATCHING2_ERROR_INVALID_CONTEXT_ID
NP-103133-1,0x80550C0E,SCE_NP_MATCHING2_ERROR_INVALID_LOBBY_ID
NP-103140-9,0x80550C16,SCE_NP_MATCHING2_ERROR_INVALID_MATCHING_SPACE
NP-103139-7,0x80550C14,SCE_NP_MATCHING2_ERROR_INVALID_MAX_SLOT
NP-103135-3,0x80550C10,SCE_NP_MATCHING2_ERROR_INVALID_MEMBER_ID
NP-103142-1,0x80550C18,SCE_NP_MATCHING2_ERROR_INVALID_MESSAGE_TARGET
NP-103164-5,0x80550C2E,SCE_NP_MATCHING2_ERROR_INVALID_REQUEST_PARAMETER
NP-103134-2,0x80550C0F,SCE_NP_MATCHING2_ERROR_INVALID_ROOM_ID
NP-103131-9,0x80550C0C,SCE_NP_MATCHING2_ERROR_INVALID_SERVER_ID
NP-103155-5,0x80550C25,SCE_NP_MATCHING2_ERROR_INVALID_SESSION_TYPE
NP-103173-5,0x80550C37,SCE_NP_MATCHING2_ERROR_INVALID_SLOTGROUP
NP-103138-6,0x80550C13,SCE_NP_MATCHING2_ERROR_INVALID_SORT_METHOD
NP-103132-0,0x80550C0D,SCE_NP_MATCHING2_ERROR_INVALID_WORLD_ID
NP-103153-3,0x80550C23,SCE_NP_MATCHING2_ERROR_JOINED_SESSION_MAX
NP-103170-2,0x80550C34,SCE_NP_MATCHING2_ERROR_KEEPALIVE_TIMEOUT
NP-103169-0,0x80550C33,SCE_NP_MATCHING2_ERROR_LOBBY_MEMBER_NOT_FOUND
NP-103168-9,0x80550C32,SCE_NP_MATCHING2_ERROR_LOBBY_NOT_FOUND
NP-103159-9,0x80550C29,SCE_NP_MATCHING2_ERROR_NOT_ALLOWED
NP-103122-9,0x80550C03,SCE_NP_MATCHING2_ERROR_NOT_INITIALIZED
NP-103165-6,0x80550C2F,SCE_NP_MATCHING2_ERROR_NOT_NP_SIGN_IN
NP-103156-6,0x80550C26,SCE_NP_MATCHING2_ERROR_NP_SIGNED_OUT
NP-103120-7,0x80550C01,SCE_NP_MATCHING2_ERROR_OUT_OF_MEMORY
NP-103143-2,0x80550C19,SCE_NP_MATCHING2_ERROR_RANGE_FILTER_MAX
NP-103161-2,0x80550C2B,SCE_NP_MATCHING2_ERROR_REQUEST_NOT_FOUND
NP-103146-5,0x80550C1C,SCE_NP_MATCHING2_ERROR_REQUEST_TIMEOUT
NP-103167-8,0x80550C31,SCE_NP_MATCHING2_ERROR_ROOM_MEMBER_NOT_FOUND
NP-103166-7,0x80550C30,SCE_NP_MATCHING2_ERROR_ROOM_NOT_FOUND
NP-103158-8,0x80550C28,SCE_NP_MATCHING2_ERROR_SERVER_NOT_AVAILABLE
NP-103128-5,0x80550C09,SCE_NP_MATCHING2_ERROR_SERVER_NOT_FOUND
NP-103162-3,0x80550C2C,SCE_NP_MATCHING2_ERROR_SESSION_DESTROYED
NP-103176-8,0x80550C3A,SCE_NP_MATCHING2_ERROR_SESSION_NOT_FOUND
NP-103150-0,0x80550C20,SCE_NP_MATCHING2_ERROR_SSL_HANDSHAKE
NP-103152-2,0x80550C22,SCE_NP_MATCHING2_ERROR_SSL_RECV
NP-103151-1,0x80550C21,SCE_NP_MATCHING2_ERROR_SSL_SEND
NP-103149-8,0x80550C1F,SCE_NP_MATCHING2_ERROR_SSL_VERIFY_FAILED
NP-103172-4,0x80550C36,SCE_NP_MATCHING2_ERROR_TIMEDOUT
NP-103171-3,0x80550C35,SCE_NP_MATCHING2_ERROR_TIMEOUT_TOO_SHORT
NP-103216-3,0x80550D30,SCE_NP_MATCHING2_SERVER_ERROR_ALREADY_JOINED
NP-103178-0,0x80550D01,SCE_NP_MATCHING2_SERVER_ERROR_BAD_REQUEST
NP-103185-8,0x80550D08,SCE_NP_MATCHING2_SERVER_ERROR_BLOCKED
NP-103219-6,0x80550D33,SCE_NP_MATCHING2_SERVER_ERROR_BLOCKED_USER_IN_ROOM
NP-103180-3,0x80550D03,SCE_NP_MATCHING2_SERVER_ERROR_BUSY
NP-103192-6,0x80550D0F,SCE_NP_MATCHING2_SERVER_ERROR_CLOSED
NP-103208-4,0x80550D28,SCE_NP_MATCHING2_SERVER_ERROR_CONSOLE_BANNED
NP-103214-1,0x80550D2E,SCE_NP_MATCHING2_SERVER_ERROR_DUPLICATE_GROUP_LABEL
NP-103181-4,0x80550D04,SCE_NP_MATCHING2_SERVER_ERROR_END_OF_SERVICE
NP-103190-4,0x80550D0D,SCE_NP_MATCHING2_SERVER_ERROR_ENTITLEMENT_REQUIRED
NP-103189-2,0x80550D0C,SCE_NP_MATCHING2_SERVER_ERROR_EXPIRED_TICKET
NP-103184-7,0x80550D07,SCE_NP_MATCHING2_SERVER_ERROR_FORBIDDEN
NP-103202-8,0x80550D1B,SCE_NP_MATCHING2_SERVER_ERROR_GROUP_FULL
NP-103204-0,0x80550D1D,SCE_NP_MATCHING2_SERVER_ERROR_GROUP_PASSWORD_MISMATCH
NP-103182-5,0x80550D05,SCE_NP_MATCHING2_SERVER_ERROR_INTERNAL_SERVER_ERROR
NP-103212-9,0x80550D2C,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_GROUP_SLOT_NUM
NP-103213-0,0x80550D2D,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_PASSWORD_SLOT_MASK
NP-103188-1,0x80550D0B,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_SIGNATURE
NP-103187-0,0x80550D0A,SCE_NP_MATCHING2_SERVER_ERROR_INVALID_TICKET
NP-103206-2,0x80550D25,SCE_NP_MATCHING2_SERVER_ERROR_LOBBY_ALREADY_EXIST
NP-103200-6,0x80550D18,SCE_NP_MATCHING2_SERVER_ERROR_LOBBY_FULL
NP-103217-4,0x80550D31,SCE_NP_MATCHING2_SERVER_ERROR_NAT_TYPE_MISMATCH
NP-103211-8,0x80550D2B,SCE_NP_MATCHING2_SERVER_ERROR_NO_PASSWORD
NP-103209-5,0x80550D29,SCE_NP_MATCHING2_SERVER_ERROR_NO_ROOMGROUP
NP-103191-5,0x80550D0E,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_CONTEXT
NP-103210-7,0x80550D2A,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_GROUP
NP-103195-9,0x80550D12,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_LOBBY
NP-103197-1,0x80550D14,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_LOBBY_INSTANCE
NP-103196-0,0x80550D13,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_ROOM
NP-103198-2,0x80550D15,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_ROOM_INSTANCE
NP-103193-7,0x80550D10,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_TITLE
NP-103203-9,0x80550D1C,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_USER
NP-103194-8,0x80550D11,SCE_NP_MATCHING2_SERVER_ERROR_NO_SUCH_WORLD
NP-103199-3,0x80550D17,SCE_NP_MATCHING2_SERVER_ERROR_PASSWORD_MISMATCH
NP-103183-6,0x80550D06,SCE_NP_MATCHING2_SERVER_ERROR_PLAYER_BANNED
NP-103215-2,0x80550D2F,SCE_NP_MATCHING2_SERVER_ERROR_REQUEST_OVERFLOW
NP-103207-3,0x80550D26,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_ALREADY_EXIST
NP-103201-7,0x80550D19,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_FULL
NP-103218-5,0x80550D32,SCE_NP_MATCHING2_SERVER_ERROR_ROOM_INCONSISTENCY
NP-103179-1,0x80550D02,SCE_NP_MATCHING2_SERVER_ERROR_SERVICE_UNAVAILABLE
NP-103205-1,0x80550D1E,SCE_NP_MATCHING2_SERVER_ERROR_TITLE_PASSPHRASE_MISMATCH
NP-103186-9,0x80550D09,SCE_NP_MATCHING2_SERVER_ERROR_UNSUPPORTED_NP_ENV
NP-103221-9,0x80550E02,SCE_NP_MATCHING2_SIGNALING_ERROR_ALREADY_INITIALIZED
NP-103239-8,0x80550E14,SCE_NP_MATCHING2_SIGNALING_ERROR_CONN_IN_PROGRESS
NP-103233-2,0x80550E0E,SCE_NP_MATCHING2_SIGNALING_ERROR_CONN_NOT_FOUND
NP-103232-1,0x80550E0D,SCE_NP_MATCHING2_SIGNALING_ERROR_CONNID_NOT_AVAILABLE
NP-103237-6,0x80550E12,SCE_NP_MATCHING2_SIGNALING_ERROR_CTX_MAX
NP-103224-2,0x80550E05,SCE_NP_MATCHING2_SIGNALING_ERROR_CTX_NOT_FOUND
NP-103223-1,0x80550E04,SCE_NP_MATCHING2_SIGNALING_ERROR_CTXID_NOT_AVAILABLE
NP-103240-0,0x80550E15,SCE_NP_MATCHING2_SIGNALING_ERROR_INVALID_ARGUMENT
NP-103229-7,0x80550E0A,SCE_NP_MATCHING2_SIGNALING_ERROR_INVALID_NAMESPACE
NP-103244-4,0x80550E19,SCE_NP_MATCHING2_SIGNALING_ERROR_MATCHING2_PEER_NOT_FOUND
NP-103230-9,0x80550E0B,SCE_NP_MATCHING2_SIGNALING_ERROR_NETINFO_NOT_AVAILABLE
NP-103220-8,0x80550E01,SCE_NP_MATCHING2_SIGNALING_ERROR_NOT_INITIALIZED
NP-103222-0,0x80550E03,SCE_NP_MATCHING2_SIGNALING_ERROR_OUT_OF_MEMORY
NP-103241-1,0x80550E16,SCE_NP_MATCHING2_SIGNALING_ERROR_OWN_NP_ID
NP-103245-5,0x80550E1A,SCE_NP_MATCHING2_SIGNALING_ERROR_OWN_PEER_ADDRESS
NP-103227-5,0x80550E08,SCE_NP_MATCHING2_SIGNALING_ERROR_PARSER_CREATE_FAILED
NP-103228-6,0x80550E09,SCE_NP_MATCHING2_SIGNALING_ERROR_PARSER_FAILED
NP-103231-0,0x80550E0C,SCE_NP_MATCHING2_SIGNALING_ERROR_PEER_NOT_RESPONDING
NP-103234-3,0x80550E0F,SCE_NP_MATCHING2_SIGNALING_ERROR_PEER_UNREACHABLE
NP-103226-4,0x80550E07,SCE_NP_MATCHING2_SIGNALING_ERROR_REQ_NOT_FOUND
NP-103225-3,0x80550E06,SCE_NP_MATCHING2_SIGNALING_ERROR_REQID_NOT_AVAILABLE
NP-103238-7,0x80550E13,SCE_NP_MATCHING2_SIGNALING_ERROR_RESULT_NOT_FOUND
NP-103243-3,0x80550E18,SCE_NP_MATCHING2_SIGNALING_ERROR_TERMINATED_BY_MYSELF
NP-103235-4,0x80550E10,SCE_NP_MATCHING2_SIGNALING_ERROR_TERMINATED_BY_PEER
NP-103236-5,0x80550E11,SCE_NP_MATCHING2_SIGNALING_ERROR_TIMEOUT
NP-103242-2,0x80550E17,SCE_NP_MATCHING2_SIGNALING_ERROR_TOO_MANY_CONN
NP-104412-2,0x80559904,SCE_NP_MATCHING2_SIGNALING_INTERNAL_ERROR_ABORTED
NP-104409-8,0x80559901,SCE_NP_MATCHING2_SIGNALING_INTERNAL_ERROR_CONN_NOT_ACTIVATED
NP-104411-1,0x80559903,SCE_NP_MATCHING2_SIGNALING_INTERNAL_ERROR_INVALID_SOCKET_TYPE
NP-104410-0,0x80559902,SCE_NP_MATCHING2_SIGNALING_INTERNAL_ERROR_OPERATION_NOT_PERMITTED
NP-105029-7,0x8055BB00,SCE_NP_MSG_PACK_ERROR_ALREADY_INITIALIZED
NP-105037-6,0x8055BB08,SCE_NP_MSG_PACK_ERROR_DATA_CORRUPTED
NP-105038-7,0x8055BB09,SCE_NP_MSG_PACK_ERROR_ENTRY_FULL
NP-105035-4,0x8055BB06,SCE_NP_MSG_PACK_ERROR_INDEX_OUT_OF_BOUNDS
NP-105032-1,0x8055BB03,SCE_NP_MSG_PACK_ERROR_INVALID_ARGUMENT
NP-105033-2,0x8055BB04,SCE_NP_MSG_PACK_ERROR_INVALID_STATE
NP-105034-3,0x8055BB05,SCE_NP_MSG_PACK_ERROR_ITEM_NOT_FOUND
NP-105031-0,0x8055BB02,SCE_NP_MSG_PACK_ERROR_NO_MEMORY
NP-105040-0,0x8055BB0B,SCE_NP_MSG_PACK_ERROR_NOT_IMPLEMENTED
NP-105030-9,0x8055BB01,SCE_NP_MSG_PACK_ERROR_NOT_INITIALIZED
NP-105041-1,0x8055BB0C,SCE_NP_MSG_PACK_ERROR_OBJECT_NULL
NP-105036-5,0x8055BB07,SCE_NP_MSG_PACK_ERROR_TOO_LARGE_ARGUMENT
NP-105039-8,0x8055BB0A,SCE_NP_MSG_PACK_ERROR_UNSUPPORTED_CHARACTER_ENCODING
NP-104899-1,0x8055B603,SCE_NP_PAPC_ERROR_ABORTED
NP-104902-6,0x8055B606,SCE_NP_PAPC_ERROR_ALREADY_EXISTS
NP-104903-7,0x8055B607,SCE_NP_PAPC_ERROR_CALLBACK_MAX
NP-104901-5,0x8055B605,SCE_NP_PAPC_ERROR_INVALID_ARGUMENT
NP-104900-4,0x8055B604,SCE_NP_PAPC_ERROR_INVALID_JSON_RESPONSE
NP-104897-9,0x8055B601,SCE_NP_PAPC_ERROR_NOT_INITIALIZED
NP-104898-0,0x8055B602,SCE_NP_PAPC_ERROR_OUT_OF_MEMORY
NP-104904-8,0x8055B608,SCE_NP_PAPC_ERROR_UNAVAILABLE
NP-104305-3,0x80559202,SCE_NP_PARTY_API_FOR_SHELL_ERROR_ALREADY_INITIALIZED
NP-104321-1,0x80559212,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BANNED
NP-104364-8,0x8055923E,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BIN_MSG_DATA_LENGTH_MISMATCH
NP-104322-2,0x80559213,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BLOCK_LIST
NP-104335-6,0x80559220,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BLOCKLIST_IN_PROGRESS
NP-104340-2,0x80559225,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BLOCKLIST_RETREIVAL_FAILED
NP-104373-8,0x80559247,SCE_NP_PARTY_API_FOR_SHELL_ERROR_BLOCKLIST_TIMEOUT
NP-104320-0,0x80559211,SCE_NP_PARTY_API_FOR_SHELL_ERROR_CONNECTION_SIGNED_OUT
NP-104318-7,0x8055920F,SCE_NP_PARTY_API_FOR_SHELL_ERROR_CONNECTION_TERMINATED
NP-104319-8,0x80559210,SCE_NP_PARTY_API_FOR_SHELL_ERROR_CONNECTION_TIMED_OUT
NP-104332-3,0x8055921D,SCE_NP_PARTY_API_FOR_SHELL_ERROR_CREATE_IN_PROGRESS
NP-104316-5,0x8055920D,SCE_NP_PARTY_API_FOR_SHELL_ERROR_CREATE_JOIN_GENERAL
NP-104359-2,0x80559239,SCE_NP_PARTY_API_FOR_SHELL_ERROR_FRIEND_SESSION_INFO_NOT_FOUND
NP-104365-9,0x8055923F,SCE_NP_PARTY_API_FOR_SHELL_ERROR_GAME_CREATE_PARAMS_NOT_SET
NP-104337-8,0x80559222,SCE_NP_PARTY_API_FOR_SHELL_ERROR_IN_A_PARTY
NP-104307-5,0x80559204,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_ARGUMENT
NP-104342-4,0x80559227,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_BLOCKLIST_STATUS_CODE
NP-104343-5,0x80559228,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_FRIENDSLIST_STATUS_CODE
NP-104358-1,0x80559238,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_JOIN_TYPE
NP-104309-7,0x80559206,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_STATE
NP-104341-3,0x80559226,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVALID_WEBAPI_STATUS_CODE
NP-104347-9,0x8055922C,SCE_NP_PARTY_API_FOR_SHELL_ERROR_INVITE_IN_PROGRESS
NP-104315-4,0x8055920C,SCE_NP_PARTY_API_FOR_SHELL_ERROR_JOIN_GENERAL
NP-104333-4,0x8055921E,SCE_NP_PARTY_API_FOR_SHELL_ERROR_JOIN_IN_PROGRESS
NP-104336-7,0x80559221,SCE_NP_PARTY_API_FOR_SHELL_ERROR_KICK_IN_PROGRESS
NP-104334-5,0x8055921F,SCE_NP_PARTY_API_FOR_SHELL_ERROR_LEAVE_IN_PROGRESS
NP-104374-9,0x80559248,SCE_NP_PARTY_API_FOR_SHELL_ERROR_LEAVE_TIMEOUT
NP-104344-6,0x80559229,SCE_NP_PARTY_API_FOR_SHELL_ERROR_M2_CONTEXT_IN_PROGRESS
NP-104372-7,0x80559246,SCE_NP_PARTY_API_FOR_SHELL_ERROR_M2_CONTEXT_START_TIMEOUT
NP-104368-2,0x80559242,SCE_NP_PARTY_API_FOR_SHELL_ERROR_M2_INVALID_ARG
NP-104329-9,0x8055921A,SCE_NP_PARTY_API_FOR_SHELL_ERROR_MATCHING2_CONNECTION_LOST
NP-104313-2,0x8055920A,SCE_NP_PARTY_API_FOR_SHELL_ERROR_MATCHING2_ERROR
NP-104328-8,0x80559219,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NO_FRIENDS_IN_A_PARTY
NP-104339-0,0x80559224,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NO_IP_ADDRESS
NP-104312-1,0x80559209,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NO_SUCH_ROOM
NP-104323-3,0x80559214,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NO_SUCH_USER
NP-104338-9,0x80559223,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NOT_IN_A_PARTY
NP-104306-4,0x80559203,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NOT_INITIALIZED
NP-104327-7,0x80559218,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NP_INVALID_USER
NP-104326-6,0x80559217,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NP_STATE_SIGNED_OUT
NP-104325-5,0x80559216,SCE_NP_PARTY_API_FOR_SHELL_ERROR_NP_STATE_UNKNOWN
NP-104308-6,0x80559205,SCE_NP_PARTY_API_FOR_SHELL_ERROR_OUT_OF_MEMORY
NP-104346-8,0x8055922B,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARENTAL_CHECK_CONTROL_FAILED
NP-104345-7,0x8055922A,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARENTAL_CHECK_CONTROL_IN_PROGRESS
NP-104384-0,0x80559252,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_ALLOW_SUGGEST_FAILED
NP-104383-9,0x80559251,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_CHANGE_STATE_FAILED
NP-104367-1,0x80559241,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_CTXID_NOT_FOUND
NP-104378-3,0x8055924C,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_MAX_SIZE_CHANGE_FAILED
NP-104379-4,0x8055924D,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_MAX_SIZE_CHANGE_IN_PROGRESS
NP-104360-4,0x8055923A,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_MEMBERID_NOT_FOUND
NP-104369-3,0x80559243,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_USER_ALREADY_CREATED
NP-104366-0,0x80559240,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PARTY_USERID_NOT_FOUND
NP-104376-1,0x8055924A,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PLAY_TOGETHER_START_BUSY
NP-104375-0,0x80559249,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PLAY_TOGETHER_START_FAILED
NP-104377-2,0x8055924B,SCE_NP_PARTY_API_FOR_SHELL_ERROR_PLAY_TOGETHER_STOP_FAILED
NP-104314-3,0x8055920B,SCE_NP_PARTY_API_FOR_SHELL_ERROR_REQUEST_PENDING
NP-104370-5,0x80559244,SCE_NP_PARTY_API_FOR_SHELL_ERROR_ROOM_EXITED_SERVER_ERROR
NP-104311-0,0x80559208,SCE_NP_PARTY_API_FOR_SHELL_ERROR_ROOM_FULL
NP-104324-4,0x80559215,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SEND_BUSY
NP-104317-6,0x8055920E,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SERVER_MAINTENANCE
NP-104348-0,0x8055922D,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_ALREADY_ANOTHER_HOST
NP-104349-1,0x8055922F,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_CLIENT_BUSY
NP-104351-4,0x80559231,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_CLIENT_COULD_NOT_CONNECT
NP-104350-3,0x80559230,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_CLIENT_NOT_AVAILABLILITY_CHECK_FAILED
NP-104352-5,0x80559232,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_CLIENT_STOPPED_DUE_TO_HOST_ERROR
NP-104382-8,0x80559250,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_DAEMON_RESTART
NP-104354-7,0x80559234,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_HOST_CONNECTION_FAILED
NP-104353-6,0x80559233,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_HOST_CONNECTION_LOST
NP-104357-0,0x80559237,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_HOST_CONNECTION_TEST_LOW
NP-104356-9,0x80559236,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_HOST_CONNECTION_TEST_TOO_LOW
NP-104355-8,0x80559235,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_HOST_CONTROLLER_MODE_CHANGE_CLIENT_LEFT
NP-104371-6,0x80559245,SCE_NP_PARTY_API_FOR_SHELL_ERROR_SHARE_PLAY_INVALID_STATE
NP-104304-2,0x80559201,SCE_NP_PARTY_API_FOR_SHELL_ERROR_UNKNOWN
NP-104310-9,0x80559207,SCE_NP_PARTY_API_FOR_SHELL_ERROR_UNKNOWN_NPID
NP-104381-7,0x8055924F,SCE_NP_PARTY_API_FOR_SHELL_ERROR_USER_SHUTDOWN_IN_PROGRESS
NP-104380-6,0x8055924E,SCE_NP_PARTY_API_FOR_SHELL_ERROR_VITA_ACCOUNT_ID_RETREIVAL_FAILED
NP-104330-1,0x8055921B,SCE_NP_PARTY_API_FOR_SHELL_ERROR_VULGAR_CHAT_MSG
NP-104331-2,0x8055921C,SCE_NP_PARTY_API_FOR_SHELL_ERROR_VULGAR_LOOKUP
NP-104361-5,0x8055923B,SCE_NP_PARTY_API_FOR_SHELL_ERROR_WEBAPI_CTXID_NOT_FOUND
NP-104362-6,0x8055923C,SCE_NP_PARTY_API_FOR_SHELL_ERROR_WEBAPI_NPID_NOT_FOUND
NP-104363-7,0x8055923D,SCE_NP_PARTY_API_FOR_SHELL_ERROR_WEBAPI_USERID_NOT_FOUND
NP-103458-1,0x80552502,SCE_NP_PARTY_ERROR_ALREADY_INITIALIZED
NP-103470-5,0x80552514,SCE_NP_PARTY_ERROR_GAME_SESSION_NOT_ENABLED
NP-103460-4,0x80552504,SCE_NP_PARTY_ERROR_INVALID_ARGUMENT
NP-103468-2,0x80552512,SCE_NP_PARTY_ERROR_INVALID_LOCAL_PARTY_MEMBER
NP-103472-7,0x80552516,SCE_NP_PARTY_ERROR_INVALID_PARTY_IS_GAME_SESSION
NP-103471-6,0x80552515,SCE_NP_PARTY_ERROR_INVALID_PARTY_NO_FRIENDS
NP-103469-3,0x80552513,SCE_NP_PARTY_ERROR_INVALID_PROCESS_TYPE
NP-103467-1,0x80552511,SCE_NP_PARTY_ERROR_INVALID_STATE
NP-103464-8,0x80552508,SCE_NP_PARTY_ERROR_MEMBER_NOT_FOUND
NP-103462-6,0x80552506,SCE_NP_PARTY_ERROR_NOT_IN_PARTY
NP-103459-2,0x80552503,SCE_NP_PARTY_ERROR_NOT_INITIALIZED
NP-103461-5,0x80552505,SCE_NP_PARTY_ERROR_OUT_OF_MEMORY
NP-103465-9,0x80552509,SCE_NP_PARTY_ERROR_SEND_BUSY
NP-103466-0,0x80552510,SCE_NP_PARTY_ERROR_SEND_OUT_OF_CONTEXT
NP-103457-0,0x80552501,SCE_NP_PARTY_ERROR_UNKNOWN
NP-103463-7,0x80552507,SCE_NP_PARTY_ERROR_VOICE_NOT_ENABLED
NP-104830-6,0x8055AF07,SCE_NP_PARTY_SHAREPLAY_CLIENT_ERROR_ABORTED
NP-104825-0,0x8055AF02,SCE_NP_PARTY_SHAREPLAY_CLIENT_ERROR_ALREADY_INITIALIZED
NP-104827-2,0x8055AF04,SCE_NP_PARTY_SHAREPLAY_CLIENT_ERROR_INVALID_ARGUMENT
